추정가격,예정가격,입찰계약방법,낙찰율,낙찰금액
364741819,400313325,제한경쟁,88.245,353257000
233700000,254565525,제한경쟁,88.003,224025700
495602728,551734975,제한경쟁,88.407,487776700
469289090,515283700,제한경쟁,88.331,455160200
920599092,1001917275,제한경쟁,88.381,885509365
495717273,541268900,제한경쟁,88.396,478462000
357548809,392140550,제한경쟁,88.19,345829000
715750000,782012575,제한경쟁,88.128,689176000
142110000,153415050,제한경쟁,88.334,135517791
276494000,305360775,제한경쟁,88.26,269514380
212247273,233811750,제한경쟁,88.467,206846898
4113212728,4457751925,제한경쟁,87.5,3900557856
520574546,568344475,제한경쟁,88.553,503290122
249410000,273240625,제한경쟁,88.567,242002241
276770000,304029225,제한경쟁,90.155,274098000
78028182,85880850,제한경쟁,88.478,75985700
155000000,170291175,제한경쟁,88.323,150407770
653310909,716193275,제한경쟁,88.484,633720000
64417273,70571875,제한경쟁,88.145,62206000
227200000,247115950,제한경쟁,88.541,218800000
200576000,221897350,제한경쟁,88.99,197467072
316527272,348838975,제한경쟁,88.157,307529000
31084682,34458950,제한경쟁,88.332,30438372
283778182,311294500,제한경쟁,88.395,275171000
239865455,264778175,제한경쟁,88.483,234285320
126550000,138038850,제한경쟁,88.559,122246710
271640000,300392200,제한경쟁,88.449,265694640
231610000,255641725,제한경쟁,88.34,225835345
1217499091,1343568150,제한경쟁,87.539,1176154370
157059091,173713975,제한경쟁,88.759,154187510
528390000,582310125,제한경쟁,88.205,513629000
233950000,257229875,제한경쟁,88.449,227518800
427480000,465899625,제한경쟁,88.561,412607800
112709091,124571150,제한경쟁,88.356,110066650
342371819,380087025,제한경쟁,88.399,335995200
261279091,290338600,제한경쟁,88.409,256687380
218190000,240516675,제한경쟁,88.124,211954600
349280000,378063600,제한경쟁,88.65,335156387
92947273,101262300,제한경쟁,88.159,89272000
209000000,228864350,제한경쟁,88.402,202322200
118181819,130226850,제한경쟁,88.147,114791600
213049091,234567925,제한경쟁,88.504,207603428
683412000,758454950,제한경쟁,88.443,670803000
461401819,508437875,제한경쟁,88.437,449647750
441854545,489555325,제한경쟁,88.417,432852572
495540000,540989475,제한경쟁,88.732,480033000
198122728,216258575,제한경쟁,88.06,190438179
235854546,262190750,제한경쟁,88.564,232207260
257900000,284665950,제한경쟁,88.569,252126780
600626668,656077450,제한경쟁,88.475,580465622
18000000,19832900,제한경쟁,88.353,17523046
252030910,277824525,제한경쟁,88.6,246153147
211215455,231377525,제한경쟁,88.376,204483359
268812728,296523475,제한경쟁,88.418,262181260
1371772727,1501782550,제한경쟁,87.478,1313730000
765762000,839788050,제한경쟁,88.442,742730730
142300000,157228550,제한경쟁,88.233,138728060
439318182,481375025,제한경쟁,88.389,425483869
314930000,344168700,제한경쟁,88.389,304210121
244500000,268519050,제한경쟁,88.317,237150000
313575455,342743575,제한경쟁,88.144,302111000
211820000,235496350,제한경쟁,88.467,208336739
136800000,150380750,제한경쟁,88.112,132504758
204583636,225235000,제한경쟁,88.209,198677890
688581819,762444825,제한경쟁,88.185,672368000
362640000,403758725,제한경쟁,88.422,357014560
1657254545,1835093750,제한경쟁,87.362,1603191000
207400000,229385700,제한경쟁,88.246,202425700
484600000,529933650,제한경쟁,88.503,469008200
247149091,273741250,제한경쟁,88.503,242271630
222100000,242745850,제한경쟁,88.279,214295990
581147000,637628725,제한경쟁,88.478,564166000
235800000,261206725,제한경쟁,88.268,230563716
193127273,212044900,제한경쟁,88.504,187669680
358480000,396480100,제한경쟁,88.421,350574460
246336364,269978275,제한경쟁,88.378,238602890
167451818,182536500,제한경쟁,88.362,161294700
71581818,79858375,제한경쟁,88.338,70545800
243699091,268417525,제한경쟁,88.363,237183600
244002728,268868700,제한경쟁,88.457,237834000
979056363,1081644175,제한경쟁,88.429,956495000
202000000,222475025,제한경쟁,88.209,196244000
455300000,505733175,제한경쟁,88.209,446106503
299513637,330385075,제한경쟁,88.369,291958000
184500000,204878075,제한경쟁,88.162,180625500
5459980000,6051022875,제한경쟁,86.673,5244634780
354763636,387560100,제한경쟁,88.354,342426590
328641818,357360475,제한경쟁,88.494,316244000
771818182,842781100,제한경쟁,88.913,749343200
212966364,233103450,제한경쟁,88.207,205614980
268989091,298190075,제한경쟁,88.443,263730500
223812727,245869075,제한경쟁,88.26,217005740
311200000,338394500,제한경쟁,88.346,298958180
8537000000,9345413400,제한경쟁,86.453,8079420000
572651819,628285575,제한경쟁,87.519,549872890
424063169,468638150,제한경쟁,88.27,413668800
181054545,200707000,제한경쟁,88.713,178054600
231027273,253732350,제한경쟁,88.773,225248000
63060000,68985225,제한경쟁,88.446,61014822
216363637,237262850,제한경쟁,88.21,209291200
201453636,224251050,제한경쟁,88.493,198448050
466460000,512205525,제한경쟁,88.259,452071100
279880000,304185175,제한경쟁,90.201,274380700
483820910,535166075,제한경쟁,88.296,472530460
165402728,182973300,제한경쟁,88.017,161047820
2020450000,2202498125,제한경쟁,87.392,1924807573
544718182,600108275,제한경쟁,88.29,529837684
1170869091,1284208100,제한경쟁,87.4,1122408000
430005000,471553450,제한경쟁,88.196,415894109
1477592728,1607083100,제한경쟁,87.404,1404667780
310622728,347321125,제한경쟁,88.107,306017300
502238181,551481425,제한경쟁,88.514,488141600
194600000,214873450,제한경쟁,88.313,189761680
98249090,106702850,제한경쟁,88.268,94184600
474654546,521522225,제한경쟁,88.32,460611000
269228182,294471900,제한경쟁,88.272,259936500
448189091,493380275,제한경쟁,88.438,436338400
254818182,279521500,제한경쟁,88.563,247554444
106945455,118147950,제한경쟁,88.147,104143902
331390000,366406375,제한경쟁,88.42,323977340
109090909,119964600,제한경쟁,88.223,105837192
136363637,148908000,제한경쟁,88.416,131659500
35133636,38378275,제한경쟁,87.754,33678700
251200000,276375300,제한경쟁,88.227,243838700
216036363,236627100,제한경쟁,88.288,208915500
841310000,928582950,제한경쟁,88.306,819996000
11294759021,11694407275,제한경쟁,82.913,9696282000
176545455,193385375,제한경쟁,88.605,171350200
159581819,174574150,제한경쟁,88.345,154229000
1608363637,1762950350,제한경쟁,87.104,1535602000
916739091,1009666000,제한경쟁,88.471,893265400
412580000,444237100,제한경쟁,88.757,394292900
681700000,749502625,제한경쟁,88.668,664573000
169836364,187700425,제한경쟁,88.539,166188558
198181818,215701775,제한경쟁,88.441,190770400
399872727,443642875,제한경쟁,88.385,392115300
225141818,247194775,제한경쟁,88.421,218572755
278540000,307066600,제한경쟁,88.491,271727600
90130000,97497775,제한경쟁,87.922,85722050
1530970000,1682265125,제한경쟁,87.471,1471504063
474437273,518222650,제한경쟁,88.247,457318000
258181819,282101475,제한경쟁,88.365,249281600
1270830000,1394683900,제한경쟁,87.393,1218861000
430181819,470986675,제한경쟁,88.319,415973106
,456800000,제한경쟁,81.172,370794600
413853636,450933625,제한경쟁,88.357,398435346
2631960909,2944874125,제한경쟁,87.42,2574415240
935370000,1021197975,제한경쟁,88.327,901999300
290000000,317088450,제한경쟁,88.082,279297900
77272728,84468550,제한경쟁,88.302,74588000
1573200000,1732968750,제한경쟁,87.448,1515452000
295768182,324394225,제한경쟁,88.14,285923490
615471818,682250700,제한경쟁,88.265,602189700
205454546,225076250,제한경쟁,88.306,198756016
300370000,328735175,제한경쟁,93.47,307270000
1068758182,1166090850,제한경쟁,88.167,1028110000
758090910,831777775,제한경쟁,88.265,734176500
242049090,266954300,제한경쟁,88.356,235871450
588340000,643313700,제한경쟁,88.325,568212760
269680000,300446625,제한경쟁,88.426,265674126
311936364,346316875,제한경쟁,88.442,306290300
299000000,330112875,제한경쟁,88.036,290618867
112990000,124621800,제한경쟁,88.506,110298600
393200000,426232300,제한경쟁,88.409,376829421
397000000,436700050,제한경쟁,88.353,385837700
140300000,153605100,제한경쟁,88.5,135941190
401672728,444291125,제한경쟁,88.345,392510100
493263637,535261025,제한경쟁,88.36,472958000
83000000,91159225,제한경쟁,88.503,80678660
219010909,243256100,제한경쟁,88.497,215275338
422600000,463126100,제한경쟁,88.399,409399100
526496364,582926425,제한경쟁,88.591,516422448
201300000,219005375,제한경쟁,88.422,193650180
2405454546,2630090950,제한경쟁,87.452,2300071000
229607273,256390050,제한경쟁,88.231,226215510
243060000,264731850,제한경쟁,88.181,233444780
909340000,994084875,제한경쟁,88.419,878961720
20316000000,22667561800,제한경쟁,82.364,18669999900
361454546,398798800,제한경쟁,88.394,352516556
650172728,710080025,제한경쟁,88.367,627481000
243759090,270024725,제한경쟁,88.305,238447300
111400000,122601050,제한경쟁,88.64,108673750
206190000,227684525,제한경쟁,88.419,201317030
76390909,84511325,제한경쟁,88.381,74692000
169629000,184898175,제한경쟁,88.568,163762350
218580000,238702725,제한경쟁,88.496,211242820
76470909,83894725,제한경쟁,88.818,74513670
495464545,548067200,제한경쟁,88.465,484852710
609318000,664056950,제한경쟁,88.479,587557000
656210000,715727975,제한경쟁,88.244,631592000
341955372,380740950,제한경쟁,88.334,336326100
1291270000,1430666500,제한경쟁,87.177,1247223700
270363636,299312325,제한경쟁,88.287,264255000
226272726,249597600,제한경쟁,88.337,220488540
251909091,276388625,제한경쟁,88.235,243873290
236545454,259638650,제한경쟁,88.166,228913720
166454545,184374425,제한경쟁,88.358,162911180
237287273,260843750,제한경쟁,88.246,230186620
103960000,114328875,제한경쟁,88.447,101121359
164994000,182260775,제한경쟁,88.464,161236790
312918182,342736825,제한경쟁,88.295,302622830
542440000,592656425,제한경쟁,88.301,523324900
666710000,739992475,제한경쟁,88.398,654143999
320281818,351297150,제한경쟁,88.569,311142300
2092145455,2294162550,제한경쟁,87.401,2005122650
362727273,402488300,제한경쟁,88.593,356579800
114600000,125646900,제한경쟁,88.487,111181570
707736364,781118050,제한경쟁,88.547,691659900
549459091,601172975,제한경쟁,88.487,531963800
473072728,517186200,제한경쟁,88.208,456200770
35529091,39093675,제한경쟁,88.184,34474700
798187454,873908150,제한경쟁,88.443,772913320
939060000,1041898600,제한경쟁,88.43,921355960
269273637,293826250,제한경쟁,88.141,258981700
181818182,200123500,제한경쟁,88.122,176353660
262010000,287190775,제한경쟁,88.372,253798300
297663637,328215875,제한경쟁,88.419,290208000
633381819,692813200,제한경쟁,88.062,610109130
289090910,318519950,제한경쟁,88.108,280643570
209950000,230419075,제한경쟁,88.35,203576000
209700000,231983725,제한경쟁,88.192,204593000
179460910,196664300,제한경쟁,88.402,173857000
200081818,220491725,제한경쟁,89.689,197758030
202692964,219909375,제한경쟁,88.958,195627000
180000000,199344950,제한경쟁,88.525,176471976
174190000,190786575,제한경쟁,88.44,168732494
553180000,601751350,제한경쟁,88.387,531871800
144172728,158384275,제한경쟁,88.348,139929890
463700000,510186075,제한경쟁,88.654,452302000
68090909,,제한경쟁,0,61418000
249220000,272303250,제한경쟁,88.495,240975000
287490909,316004450,제한경쟁,88.446,279494300
474710000,522973450,제한경쟁,88.329,461937900
303725455,330396250,제한경쟁,88.747,293218400
292581819,320588075,제한경쟁,88.496,283709306
247640909,272705375,제한경쟁,88.197,240518963
572220000,628612750,제한경쟁,88.575,556796000
1307804000,1425122875,제한경쟁,87.408,1245676970
149637273,165186600,제한경쟁,87.968,145312780
201064000,219686400,제한경쟁,88.483,194386900
190967455,210243850,제한경쟁,88.482,186029600
518608181,568972975,제한경쟁,88.514,503621890
273719091,302421875,제한경쟁,88.279,266976000
841500000,922104800,제한경쟁,88.576,816767900
118363636,131144675,제한경쟁,88.198,115667000
277336364,306455075,제한경쟁,88.547,271358800
193628182,212788725,제한경쟁,88.152,187577821
208233636,229205350,제한경쟁,88.381,202575426
391363636,432873150,제한경쟁,88.142,381545330
240092446,264162425,제한경쟁,88.182,232945111
439800000,476409675,제한경쟁,88.423,421257230
209783636,230908550,제한경쟁,88.322,203945004
909860000,1004333975,제한경쟁,88.234,886167000
317879728,354866425,제한경쟁,88.46,313918000
349620000,381764025,제한경쟁,88.4,337482750
213990000,234717600,제한경쟁,88.377,207438100
408356364,451753575,제한경쟁,87.915,397162070
304944545,335101925,제한경쟁,88.394,296212000
484170000,530130500,제한경쟁,88.868,471119000
280001000,308610200,제한경쟁,88.659,273611770
155686364,170754550,제한경쟁,88.805,151638820
2480277000,2728304000,제한경쟁,97.972,2673000000
2655892000,2921481000,제한경쟁,97.406,2845700000
592872728,648591100,제한경쟁,88.428,573539000
227063636,247504000,제한경쟁,88.236,218388183
507310000,547943300,제한경쟁,88.616,485569567
138717270,155732400,제한경쟁,88.424,137704990
174763636,192059375,제한경쟁,88.411,169801900
5948470000,6641712175,제한경쟁,86.819,5766288770
307672727,339715150,제한경쟁,88.482,300587490
507192728,559156200,제한경쟁,88.257,493497200
276209091,303013500,제한경쟁,88.462,268051947
164563637,180543525,제한경쟁,88.424,159644819
1660950000,1816018825,제한경쟁,87.421,1587596570
1290800000,1420902375,제한경쟁,87.472,1242903470
433937273,476165150,제한경쟁,88.41,420979500
878712727,961606150,제한경쟁,88.349,849573460
299936364,331080700,제한경쟁,88.357,292533100
255045455,280760475,제한경쟁,88.151,247494000
226550000,247679925,제한경쟁,88.427,219017520
938600000,1035482575,제한경쟁,88.53,916713700
68636364,75485325,제한경쟁,88.501,66805620
107420000,117845975,제한경쟁,88.062,103777900
263272728,290610750,제한경쟁,88.566,257384300
6109164760,6081658275,제한경쟁,86.225,5243923000
129100000,142117975,제한경쟁,88.185,125327380
208175455,230122550,제한경쟁,88.245,203073000
508566000,559168125,제한경쟁,88.17,493022000
480885455,538879075,제한경쟁,92.008,495817000
268770000,298688525,제한경쟁,88.479,264277000
116070000,129158725,제한경쟁,88.505,114313139
358288182,401249575,제한경쟁,95.988,385153000
109429580,109277225,제한경쟁,88.787,97024135
294635454,322462350,제한경쟁,88.459,285250000
235454546,256615925,제한경쟁,88.559,227256726
293636946,322724525,제한경쟁,88.397,285279400
495500000,546514850,제한경쟁,89.048,486660600
614580000,678013750,제한경쟁,87.717,594739638
613795455,685236875,제한경쟁,88.536,606682000
484747273,535561575,제한경쟁,88.299,472900000
881700000,975720775,제한경쟁,88.552,864022000
396799091,438330800,제한경쟁,88.359,387304800
806303636,894038400,제한경쟁,88.541,791594180
338600000,366641300,제한경쟁,88.312,323790880
214545455,236285625,제한경쟁,91.692,216657000
623845455,686528550,제한경쟁,88.51,607647800
36000000,39787650,제한경쟁,87.824,34943307
203885454,228919900,제한경쟁,88.429,202433300
154382727,168513875,제한경쟁,88.051,148379820
306740000,337947134,제한경쟁,87.77,296617470
122727273,135846800,제한경쟁,88.367,120044700
431073637,468161325,제한경쟁,88.444,414062530
841344545,930377150,제한경쟁,88.508,823462700
463330000,499736075,제한경쟁,88.556,442549854
2651220000,2916342000,제한경쟁,97.125,2832500000
61776000,68720575,제한경쟁,88.84,61051646
178496364,193387125,제한경쟁,88.148,170467920
253550000,276564350,제한경쟁,88.386,244446335
722930000,795684275,제한경쟁,88.413,703490140
362644545,397341350,제한경쟁,88.015,349723500
103768018,115542825,제한경쟁,88.277,101998000
206363637,225284500,제한경쟁,88.394,199140218
298890000,329441550,제한경쟁,88.647,292040288
117545450,127863525,제한경쟁,88.142,112702704
606600000,666424275,제한경쟁,88.209,587850800
268000000,297262350,제한경쟁,88.188,262151340
197260000,219347925,제한경쟁,88.309,193705280
533369091,591370375,제한경쟁,88.274,522032000
525680000,581022200,제한경쟁,88.391,513576000
242630909,267708075,제한경쟁,88.44,236762650
163460000,181038625,제한경쟁,88.541,160294237
190617272,211618600,제한경쟁,88.718,187744000
424470000,462680950,제한경쟁,88.355,408805480
315886364,348240350,제한경쟁,88.497,308184250
423545455,465031150,제한경쟁,88.375,410975000
650800000,716264850,제한경쟁,88.397,633158067
722780000,795352200,제한경쟁,88.228,701729980
612824546,667617100,제한경쟁,88.286,589416380
618777273,680597175,제한경쟁,88.463,602079000
226817273,249441025,제한경쟁,88.312,220288450
224385250,222688400,제한경쟁,88.746,197628000
160636364,175916400,제한경쟁,88.389,155491360
177843637,195288625,제한경쟁,88.534,172897000
363818182,397904900,제한경쟁,88.491,352112260
484890000,530293450,제한경쟁,88.412,468846830
197940000,217573475,제한경쟁,88.514,192584340
292924545,320149225,제한경쟁,87.967,281626800
266900000,293706050,제한경쟁,88.35,259489681
209631227,231275800,제한경쟁,88.357,204349618
200344545,220420900,제한경쟁,88.267,194560100
216672728,236394600,제한경쟁,88.362,208884607
326712727,357806350,제한경쟁,88.328,316044500
72800000,80163150,제한경쟁,88.451,70905272
258620000,282916675,제한경쟁,88.388,250065800
2168910000,2404446100,제한경쟁,87.466,2103073000
176362728,191995025,제한경쟁,88.472,169862349
377017273,412211000,제한경쟁,88.07,363036060
198650909,219827675,제한경쟁,88.289,194085000
242979091,264114475,제한경쟁,88.399,233475800
213615455,233447350,제한경쟁,88.483,206562290
208580000,225343725,제한경쟁,88.369,199136168
404020000,447769650,제한경쟁,88.092,394452480
480599000,522342800,제한경쟁,88.355,461518980
563003636,622061475,제한경쟁,88.072,547867000
530340000,573192700,제한경쟁,88.551,507572000
269495455,292119925,제한경쟁,88.241,257771273
42018182,45878825,제한경쟁,87.956,40353530
270027273,296411500,제한경쟁,88.537,262434000
250000000,274268525,제한경쟁,88.606,243019983
1449285455,1580312500,제한경쟁,87.243,1378720300
258690000,284878450,제한경쟁,87.933,250503030
321960000,358517475,제한경쟁,88.623,317730600
901060000,990811700,제한경쟁,88.374,875620690
230000000,253337150,제한경쟁,88.287,223663959
586534545,655501400,제한경쟁,88.381,579342800
687440000,753497725,제한경쟁,88.567,667354000
152085000,166021775,제한경쟁,88.36,146698000
239810909,263073225,제한경쟁,88.433,232644770
256456364,280731025,제한경쟁,88.375,248096980
253281819,276621475,제한경쟁,88.474,244738100
242147255,266183575,제한경쟁,88.042,234354000
210750000,233031700,제한경쟁,88.366,205923050
2262165455,2489159650,제한경쟁,87.277,2172476999
3561910000,3937799350,제한경쟁,87.466,3444252100
209090910,230066700,제한경쟁,88.421,203427560
261818182,287237550,제한경쟁,88.29,253603210
227650000,249214325,제한경쟁,88.281,220010948
369645000,409211375,제한경쟁,88.386,361686000
213709091,236016250,제한경쟁,88.347,208514450
387540000,432693800,제한경쟁,88.437,382664900
317163630,353180875,제한경쟁,88.583,312860900
665645455,729771775,제한경쟁,88.408,645179147
639360000,706534725,제한경쟁,88.38,624441320
627890000,688774500,제한경쟁,88.295,608160200
378005455,412109525,제한경쟁,88.469,364592700
315292720,345461650,제한경쟁,88.617,306138000
317009091,345117450,제한경쟁,88.478,305353900
2181360909,2401302675,제한경쟁,87.33,2097061000
280325455,307557075,제한경쟁,88.44,272004300
272364545,297306100,제한경쟁,88.802,264014393
204410909,227119675,제한경쟁,88.154,200216210
534430000,592330600,제한경쟁,88.309,523084000
844121818,920404750,제한경쟁,88.258,812337000
263787273,288690550,제한경쟁,88.345,255045000
36099309,39404425,제한경쟁,87.984,34669900
134320000,145871525,제한경쟁,88.571,129199973
413480000,455923025,제한경쟁,88.287,402524410
2290928181,2484028850,제한경쟁,87.456,2172434000
281554546,310910150,제한경쟁,88.334,274642000
1758407273,1935287700,제한경쟁,87.47,1692806700
265424545,295671375,제한경쟁,88.325,261153840
210090900,232941325,제한경쟁,88.385,205887000
225266364,247075700,제한경쟁,88.493,218646190
486200000,545906875,제한경쟁,91.928,501843200
378860000,421503200,제한경쟁,88.321,372276612
771818182,853571900,제한경쟁,87.976,750945980
179488546,198564325,제한경쟁,88.032,174800610
,,제한경쟁,0,13110000
926070000,1019390125,제한경쟁,88.465,901805200
180820000,197375000,제한경쟁,88.526,174728789
619218182,672380600,제한경쟁,88.47,594860000
10000190000,11099959075,제한경쟁,82.501,9157668000
278407273,304950325,제한경쟁,88.599,270185900
302350000,332524375,제한경쟁,88.504,294299800
526941820,579778050,제한경쟁,88.507,513148503
261536364,285637375,제한경쟁,88.086,251608437
38000000,41693875,제한경쟁,88.444,36876049
88692727,97446925,제한경쟁,88.341,86086397
450414546,497684375,제한경쟁,88.485,440377380
353400000,388809050,제한경쟁,88.204,342946749
209927273,229361325,제한경쟁,88.451,202874000
201738182,220889625,제한경쟁,88.417,195304100
305310000,337693225,제한경쟁,88.686,299488880
161818182,176851475,제한경쟁,88.403,156343000
187785882,208206225,제한경쟁,88.642,184559100
191309091,210607875,제한경쟁,88.915,187263435
486850000,538762975,제한경쟁,88.4,476271062
490580000,541194900,제한경쟁,88.397,478404800
200771818,221876575,제한경쟁,88.372,196078300
269045455,298326525,제한경쟁,88.086,262786730
1962660000,2154025550,제한경쟁,87.406,1882755000
224409091,246581000,제한경쟁,88.659,218616830
237870000,264499300,제한경쟁,88.445,233938299
178510000,198227950,제한경쟁,88.556,175544360
873306364,960216750,제한경쟁,88.294,847820946
1388140000,1535024000,제한경쟁,87.453,1342426390
528795455,586206300,제한경쟁,88.465,518589690
584345455,648698425,제한경쟁,88.377,573305180
855060909,945095900,제한경쟁,88.1,832635000
109187270,119700400,제한경쟁,88.518,105957371
500000000,552794000,제한경쟁,88.446,488928000
251818182,275121275,제한경쟁,87.905,241847970
290300000,321702650,제한경쟁,88.303,284076000
1018980909,1113615750,제한경쟁,87.695,976592220
1877381818,2076003225,제한경쟁,87.487,1816234000
264440909,286068000,제한경쟁,88.386,252845940
1306660000,1458023525,제한경쟁,87.463,1275242910
336518182,369710125,제한경쟁,88.344,326617700
271000000,296717625,제한경쟁,88.406,262317400
877270000,961168425,제한경쟁,88.526,850891000
708220000,787636825,제한경쟁,88.442,696608940
289090909,315736675,제한경쟁,88.218,278538410
366181819,404371975,제한경쟁,88.377,357375150
202844096,223269150,제한경쟁,88.532,197664700
228836364,249900125,제한경쟁,87.97,219839590
455182545,505746675,제한경쟁,88.304,446598960
230300000,254733500,제한경쟁,88.29,224906000
238500000,261305875,제한경쟁,88.239,230574800
85000000,92899550,제한경쟁,88.27,82003100
380305000,411737925,제한경쟁,88.417,364049031
154830000,168726150,제한경쟁,88.118,148679000
77300000,84501775,제한경쟁,88.006,74367325
170430000,185221025,제한경쟁,88.588,164085056
3721536364,4124576925,제한경쟁,87.318,3601519000
188260000,207330925,제한경쟁,88.445,183375772
78926364,87116400,제한경쟁,87.961,76628807
217963636,239505925,제한경쟁,88.273,211420000
89590000,99035375,제한경쟁,87.753,86907100
666981819,728485575,제한경쟁,88.453,644371000
232672728,256459575,제한경쟁,88.371,226637800
211859091,232482825,제한경쟁,88.311,205308000
209173637,228913000,제한경쟁,88.327,202192600
84545455,93166750,제한경쟁,87.964,81953800
112636364,123845875,제한경쟁,87.973,108951424
76734190,83582800,제한경쟁,87.752,73346100
401909091,434639625,제한경쟁,88.332,383928830
261500000,286529650,제한경쟁,88.286,252966000
803670000,879203575,제한경쟁,88.442,777588050
989780909,1094662850,제한경쟁,88.269,966253100
263398182,287554175,제한경쟁,88.43,254285380
427181819,474218425,제한경쟁,88.513,419748830
537560000,588544250,제한경쟁,88.304,519709000
311802727,338274750,제한경쟁,88.632,299822651
168380000,183044050,제한경쟁,88.424,161855340
414272728,452583075,제한경쟁,88.459,400353100
102580410,102784850,제한경쟁,88.2,90657000
462300000,513731050,제한경쟁,88.295,453603550
178080000,194909600,제한경쟁,88.592,172674890
258334546,283177025,제한경쟁,88.421,250389392
1919200000,2113991200,제한경쟁,87.396,1847551321
300578182,331834625,제한경쟁,88.446,293495407
163284546,178854200,제한경쟁,88.517,158317526
368181819,405037500,제한경쟁,88.239,357404500
247981819,273820700,제한경쟁,88.032,241051690
470840000,510995525,제한경쟁,88.427,451863098
284487273,313313125,제한경쟁,88.669,277813000
599430000,661634675,제한경쟁,88.318,584347000
283920000,310333550,제한경쟁,88.199,273713248
829000000,907757775,제한경쟁,88.263,801222760
294227273,323425125,제한경쟁,88.444,286050300
1441707939,1568048800,제한경쟁,87.369,1369990700
237267273,256818775,제한경쟁,88.308,226794000
41713545,45654025,제한경쟁,87.796,40082509
62560000,69931575,제한경쟁,88.311,61757408
292436364,321542525,제한경쟁,88.38,284181970
2949849110,3209781750,제한경쟁,87.459,2807274000
272596364,297218775,제한경쟁,88.103,261861000
795909092,871901725,제한경쟁,88.482,771480060
248103637,274525625,제한경쟁,88.216,242178195
1293830909,1427704300,제한경쟁,87.363,1247286298
275765818,303202900,제한경쟁,88.294,267712700
411198182,455067025,제한경쟁,88.365,402120920
288020000,316533750,제한경쟁,88.56,280324663
839881818,930514975,제한경쟁,88.429,822851350
651681819,718441475,제한경쟁,88.471,635615000
51170000,56030950,제한경쟁,87.973,49292315
206634546,230089250,제한경쟁,88.328,203235000
252130000,272783550,제한경쟁,88.241,240708627
57272727,62667075,제한경쟁,87.764,54999361
507436363,554039750,제한경쟁,88.527,490479000
248181818,271776350,제한경쟁,88.122,239496034
248290000,274536575,제한경쟁,88.293,242399080
150717000,165719525,제한경쟁,88.417,146524800
347181819,380880400,제한경쟁,88.39,336661600
211818182,231437200,제한경쟁,88.369,204518779
217961728,237227300,제한경쟁,88.453,209836700
274500000,301985525,제한경쟁,88.317,266706023
1609630000,1785828975,제한경쟁,87.172,1556749500
218200000,240050050,제한경쟁,89.778,215512500
735867273,812052400,제한경쟁,88.478,718488000
516110000,566244975,제한경쟁,88.331,500173930
192981819,210254900,제한경쟁,88.157,185356145
213227273,234399950,제한경쟁,88.421,207260800
1020350000,1114533975,제한경쟁,87.368,973752659
89862386,98860825,제한경쟁,88.583,87574850
116494160,127509000,제한경쟁,88.487,112829713
304756363,330487700,제한경쟁,88.54,292616700
229958263,252183800,제한경쟁,87.967,221840000
924873090,1004742625,제한경쟁,88.291,887104014
354930000,392194625,제한경쟁,88.433,346831320
446720000,483668600,제한경쟁,88.525,428172290
110460000,121189850,제한경쟁,87.762,106359780
239166364,259701775,제한경쟁,88.321,229372000
841449091,923546175,제한경쟁,88.361,816056000
212727273,234004725,제한경쟁,88.352,206748828
382310000,419002900,제한경쟁,88.415,370465351
90909091,99307000,제한경쟁,88.541,87928100
191003636,210321000,제한경쟁,88.421,185970000
1252600000,1379830400,제한경쟁,87.423,1206291850
242628182,266628375,제한경쟁,88.476,235903300
456755455,500656225,제한경쟁,0,443032040
711100000,790558200,제한경쟁,88.591,700365100
359681819,394499700,제한경쟁,88.399,348734650
148760000,162474225,제한경쟁,88.609,143966824
1060000000,1173960875,제한경쟁,87.447,1026605070
733985455,798284825,제한경쟁,88.301,704898040
889518182,983259650,제한경쟁,88.342,868634624
52327273,57717775,제한경쟁,87.787,50669157
236054546,257512000,제한경쟁,88.473,227829500
193258182,209208750,제한경쟁,88.382,184903145
312465116,345103400,제한경쟁,88.45,305244067
1484760000,1637433450,제한경쟁,87.368,1430600800
254131819,278417075,제한경쟁,88.074,245215000
823270909,905747475,제한경쟁,88.332,800067023
2591630000,2871304500,제한경쟁,87.509,2512667860
211323636,231694750,제한경쟁,88.307,204604000
210470000,232017125,제한경쟁,88.467,205258900
219976364,245734925,제한경쟁,88.297,216977800
220909091,244154325,제한경쟁,88.342,215691980
11260718182,12353841200,제한경쟁,81.437,10060630400
163227273,180696025,제한경쟁,87.781,158617150
94545454,104063475,제한경쟁,88.373,91965030
271540491,300265150,제한경쟁,88.33,265226878
76818181,84947475,제한경쟁,88.167,74895650
86363636,94344050,제한경쟁,88.458,83455343
624209090,685795800,제한경쟁,88.421,606391000
184970000,201816450,제한경쟁,87.746,177086000
316835455,345892075,제한경쟁,88.432,305881650
1363798182,1493813575,제한경쟁,87.901,1313077850
386764546,422349150,제한경쟁,88.453,373584130
305380000,333731225,제한경쟁,88.549,295517180
157489091,171872500,제한경쟁,88.432,151992000
539240000,593124025,제한경쟁,88.453,524638000
306069091,335565000,제한경쟁,88.247,296127000
134500000,149437700,제한경쟁,87.755,131140100
481786364,524290425,제한경쟁,88.121,462011410
307477273,336483175,제한경쟁,88.398,297447223
876371818,969809975,제한경쟁,88.432,857629300
202430000,222754625,제한경쟁,88.52,197183700
179873637,196327625,제한경쟁,88.688,174121000
